,US Rank,Grade,Name,Uploads,Subscribers,Views,Category,Created Date,Daily Average Subs,Daily Average Views,Min Daily Earning,Max Daily Earning,Min Monthly Earning,Max Monthly Earning,Min Yearly Earning,Max Yearly Earning,World Subscriber Rank,World Video View Rank,URL
58,59,B,Enrique Iglesias,353,17430387,354250763,Music,"Apr 12th, 2007",7238,120446,30,482,903,14500,10800,173400,132,7949,https://socialblade.com/youtube/user/enriqueiglesiasplay
59,60,B-,ImagineDragons,51,17422113,18332720,Music,"Aug 3rd, 2009",12641,6734,2,27,51,808,606,9700,133,159427,https://socialblade.com/youtube/user/imaginedragons
60,61,A,MrBeast,717,17118536,2267034686,Games,"Feb 20th, 2012",33299,5239260,1300,21000,39300,628700,471500,7500000,137,791,https://socialblade.com/youtube/user/mrbeast6000
61,62,B+,PTXofficial,179,16779300,3900906949,Music,"Sep 10th, 2011",3505,1305350,326,5200,9800,156600,117500,1900000,141,341,https://socialblade.com/youtube/user/ptxofficial
62,63,B+,Liza Koshy,150,16767641,2012198687,Comedy,"Sep 2nd, 2013",3443,919295,230,3700,6900,110300,82700,1300000,142,940,https://socialblade.com/youtube/user/xsz6jvymzvhtkrahwzc7hq
63,64,A,PopularMMOs,4422,16462181,12788116590,Games,"Apr 17th, 2012",3305,3310530,828,13200,24800,397300,297900,4800000,145,40,https://socialblade.com/youtube/user/popularmmos
64,65,A,James Charles,217,16195324,1409300568,Entertainment,"Dec 1st, 2015",33020,3452650,863,13800,25900,414300,310700,5000000,151,1499,https://socialblade.com/youtube/user/ucot-zp428owkyrm2i7v2q
65,66,B-,ChrisBrownTV,17,15970092,32145558,Music,"Dec 20th, 2006",7332,13511,3,54,101,1600,1200,19500,155,94076,https://socialblade.com/youtube/user/chrisbrowntv
66,67,A,Maroon5VEVO,114,15498754,12614448777,Music,"May 12th, 2009",-984,7444910,1900,29800,55800,893400,670000,10700000,159,41,https://socialblade.com/youtube/user/maroon5vevo
67,68,A-,SelenaGomezVEVO,127,15445670,7080715618,Music,"Nov 24th, 2009",-1007,1782820,446,7100,13400,213900,160500,2600000,161,123,https://socialblade.com/youtube/user/selenagomezvevo
68,69,A,Good Mythical Morning,2212,15291097,5330158497,Entertainment,"Sep 17th, 2008",4341,2928860,732,11700,22000,351500,263600,4200000,167,213,https://socialblade.com/youtube/user/rhettandlink2
69,70,A,SSSniperWolf,2078,15237356,3551659597,People,"Jan 20th, 2013",14654,1974100,494,7900,14800,236900,177700,2800000,169,402,https://socialblade.com/youtube/user/sssniperwolf
70,71,B+,Roman Atwood Vlogs,1611,15231801,5007285532,People,"Aug 12th, 2013",680,694564,174,2800,5200,83300,62500,1000000,170,229,https://socialblade.com/youtube/user/romanatwoodvlogs
71,72,D-,LooLoo Kids - Nursery Rhymes and,405,15204272,5990188114,Music,"Aug 5th, 2014",23071,4556980,1100,18200,34200,546800,410100,6600000,172,177,https://socialblade.com/youtube/user/loolookids
72,73,B-,Demi Lovato,189,15199565,394191911,Entertainment,"Jan 30th, 2008",2283,29269,7,117,220,3500,2600,42100,173,7012,https://socialblade.com/youtube/user/therealdemilovato
73,74,B,Sia,61,14973849,207494812,Music,"Nov 19th, 2007",8407,123691,31,495,928,14800,11100,178100,175,14171,https://socialblade.com/youtube/user/siavideos
74,75,A,MalumaVEVO,93,14910904,11136009725,Music,"Jun 15th, 2011",-857,6613380,1700,26500,49600,793600,595200,9500000,176,56,https://socialblade.com/youtube/user/malumavevo
75,76,B+,FailArmy,743,14579937,5164066314,Comedy,"Jul 5th, 2011",1717,678195,170,2700,5100,81400,61000,976600,179,218,https://socialblade.com/youtube/user/failarmy
76,77,B,DJ Snake,94,14533120,47581210,Music,"Sep 24th, 2008",14169,164211,41,657,1200,19700,14800,236500,180,64633,https://socialblade.com/youtube/user/djsnaketv
77,78,A-,Charlie Puth,79,14530914,5618637329,Music,"Sep 9th, 2009",6412,2150430,538,8600,16100,258100,193500,3100000,181,193,https://socialblade.com/youtube/user/charliesvlogs
78,79,B+,ERB,70,14410405,3112415582,Entertainment,"Feb 8th, 2006",394,648990,162,2600,4900,77900,58400,934500,184,493,https://socialblade.com/youtube/user/erb
79,80,A,jeffreestar,334,14257373,1556523501,Howto,"Feb 14th, 2006",16393,2110670,528,8400,15800,253300,190000,3000000,189,1315,https://socialblade.com/youtube/user/jeffreestar
80,81,B+,EeOneGuy,316,14240256,3308028842,Entertainment,"Mar 19th, 2013",2965,621924,155,2500,4700,74600,56000,895600,190,451,https://socialblade.com/youtube/user/eeoneguy
81,82,B+,Brave Wilderness,520,14237121,2596020010,Animals,"Sep 8th, 2014",3826,1026640,257,4100,7700,123200,92400,1500000,191,664,https://socialblade.com/youtube/user/breakingtrail
82,83,A,Jimmy Kimmel Live,3896,14145138,7485182149,Entertainment,"Sep 20th, 2006",7526,4821340,1200,19300,36200,578600,433900,6900000,194,116,https://socialblade.com/youtube/user/jimmykimmellive
83,84,A,Lele Pons,113,14114296,2674574408,Comedy,"Sep 19th, 2015",7417,2946340,737,11800,22100,353600,265200,4200000,196,638,https://socialblade.com/youtube/user/i9cdo6239razppbzo9y5sa
84,85,B+,Rclbeauty101,411,14079208,3301739852,Comedy,"Dec 14th, 2010",1182,805807,201,3200,6000,96700,72500,1200000,198,452,https://socialblade.com/youtube/user/rclbeauty101
85,86,A+,Stacy Toys,161,14027303,4361505303,,"Nov 14th, 2017",60260,19513900,4900,78100,146400,2300000,1800000,28100000,200,304,https://socialblade.com/youtube/user/s94j1s6-qc8v7btcds2png
86,87,A,Linkin Park,491,13918621,6997903091,Music,"Nov 28th, 2006",6542,3553190,888,14200,26600,426400,319800,5100000,202,127,https://socialblade.com/youtube/user/linkinparktv
87,88,A-,Clash of Clans,303,13879254,1765523108,Games,"Jan 31st, 2013",4246,1339150,335,5400,10000,160700,120500,1900000,204,1116,https://socialblade.com/youtube/user/officialclashofclans
88,89,A,Tasty,2876,13858941,2631202890,People,"Jan 22nd, 2016",18331,3904500,976,15600,29300,468500,351400,5600000,205,653,https://socialblade.com/youtube/user/jfp8usycjxomnkuyb3cq3q
89,90,A,EnriqueIglesiasVEVO,132,13656427,12042164327,Music,"May 12th, 2009",-810,3428280,857,13700,25700,411400,308500,4900000,208,42,https://socialblade.com/youtube/user/enriqueiglesiasvevo
90,91,A,Beyonc矇VEVO,131,13581405,9523124410,Music,"Sep 2nd, 2009",-721,3031860,758,12100,22700,363800,272900,4400000,209,81,https://socialblade.com/youtube/user/beyoncevevo
91,92,B+,Wengie,233,13495838,1391277546,Howto,"Sep 9th, 2010",3208,703213,176,2800,5300,84400,63300,1000000,211,1523,https://socialblade.com/youtube/user/wwwengie
92,93,A,Movieclips Trailers,7857,13492707,10466391849,Film,"Apr 1st, 2011",4988,2753080,688,11000,20600,330400,247800,4000000,212,71,https://socialblade.com/youtube/user/movieclipstrailers
93,94,A,Guava Juice,1297,13464329,5507440609,Entertainment,"Jul 18th, 2006",6260,3628070,907,14500,27200,435400,326500,5200000,213,202,https://socialblade.com/youtube/user/aynakoitsroi
94,95,B+,TED,3005,13371112,1391108009,Tech,"Dec 6th, 2006",8785,979517,245,3900,7300,117500,88200,1400000,216,1524,https://socialblade.com/youtube/user/tedtalksdirector
95,96,A-,NickiMinajAtVEVO,63,13354710,6374473132,Music,"Apr 1st, 2010",-691,1906450,477,7600,14300,228800,171600,2700000,217,157,https://socialblade.com/youtube/user/nickiminajatvevo
96,97,B+,CollegeHumor,3379,13342346,6915014875,Comedy,"Oct 9th, 2006",1360,1376620,344,5500,10300,165200,123900,2000000,218,135,https://socialblade.com/youtube/user/collegehumor
97,98,B-,Lady Gaga,162,13279355,111989768,Music,"May 15th, 2008",12437,16743,4,67,126,2000,1500,24100,220,27051,https://socialblade.com/youtube/user/ladygagaofficial
98,99,B-,Michael Jackson,2,13191569,2700062,Music,"Jun 22nd, 2005",11883,42155,11,169,316,5100,3800,60700,223,952708,https://socialblade.com/youtube/user/michaeljackson
99,100,A,5-Minute Crafts GIRLY,1358,13172580,2039362091,Howto,"Jan 18th, 2018",32708,5978440,1500,23900,44800,717400,538100,8600000,224,932,https://socialblade.com/youtube/user/2eteupifohp4p53wm0kima
100,101,B+,TheRichest,2804,12899213,6212103475,Entertainment,"Jan 20th, 2014",4602,1299860,325,5200,9700,156000,117000,1900000,233,164,https://socialblade.com/youtube/user/dxi8d8qrsryui2eryjyb-w
101,102,B,Romeo Santos,14,12815951,339051198,Music,"Oct 7th, 2005",14730,58859,15,235,441,7100,5300,84800,236,8331,https://socialblade.com/youtube/user/romeo
102,103,A,Troom Troom,858,12803338,3915397275,Howto,"Sep 12th, 2015",14212,4323640,1100,17300,32400,518800,389100,6200000,237,339,https://socialblade.com/youtube/user/wwqhwqlsrdwmgp5dzg5dzg
103,104,B-,Becky G,55,12716253,34201840,Music,"Sep 6th, 2011",6977,12288,3,49,92,1500,1100,17700,239,88465,https://socialblade.com/youtube/user/beckygofficial
104,105,A,CalvinHarrisVEVO,126,12634655,10619822512,Music,"Oct 15th, 2009",-900,4691300,1200,18800,35200,563000,422200,6800000,243,67,https://socialblade.com/youtube/user/calvinharrisvevo
105,106,A-,Boyce Avenue,359,12617893,4597702226,Music,"Sep 2nd, 2007",3722,1487850,372,6000,11200,178500,133900,2100000,244,266,https://socialblade.com/youtube/user/boyceavenue
106,107,A,5-Minute Crafts KIDS,1574,12603102,2324574131,Howto,"Oct 30th, 2017",24853,4654110,1200,18600,34900,558500,418900,6700000,246,765,https://socialblade.com/youtube/user/57xajj04ty8gnxowf-sy0q
107,108,A,ChrisBrownVEVO,190,12576397,7932796664,Music,"Oct 15th, 2009",-654,2772790,693,11100,20800,332700,249600,4000000,248,104,https://socialblade.com/youtube/user/chrisbrownvevo
108,109,B-,Fifth Harmony,67,12505493,128579320,Music,"Feb 21st, 2013",2759,20459,5,82,153,2500,1800,29500,250,23589,https://socialblade.com/youtube/user/officialfifthharmony
109,110,A,Reaction Time,1396,12449144,3668600436,Entertainment,"Apr 25th, 2015",9285,2983090,746,11900,22400,358000,268500,4300000,252,379,https://socialblade.com/youtube/user/hm5ff2yveiz16ewib081cg
110,111,B+,The Slow Mo Guys,255,12326815,1701522132,Entertainment,"Aug 15th, 2010",4888,1193170,298,4800,8900,143200,107400,1700000,259,1175,https://socialblade.com/youtube/user/theslowmoguys
111,112,B,Miley Cyrus,75,12293669,312295466,Entertainment,"Sep 15th, 2009",2462,233955,58,936,1800,28100,21100,336900,261,9113,https://socialblade.com/youtube/user/mileyofficialonline
112,113,A,DisneyMusicVEVO,786,12206837,7845200699,Music,"May 20th, 2010",6499,4455210,1100,17800,33400,534600,401000,6400000,263,107,https://socialblade.com/youtube/user/disneymusicvevo
113,114,A,ChainsmokersVEVO,145,12192905,8497598789,Music,"Oct 22nd, 2012",-1381,4392330,1100,17600,32900,527100,395300,6300000,264,95,https://socialblade.com/youtube/user/chainsmokersvevo
114,115,A,Post Malone,23,12183031,1070454385,Music,"Dec 15th, 2011",27759,2803870,701,11200,21000,336500,252300,4000000,265,2107,https://socialblade.com/youtube/user/postmalone
115,116,A,Jelly,3345,12174178,4786001681,Games,"May 27th, 2014",13640,7561400,1900,30200,56700,907400,680500,10900000,266,250,https://socialblade.com/youtube/user/jellyyt
116,117,A,Kids TV - Nursery Rhymes And Baby,2444,12154359,6076353301,Education,"Aug 30th, 2013",12910,-290520,0,0,0,0,0,0,267,175,https://socialblade.com/youtube/user/7pq3ko42ypkcb_q4e981jw
117,118,A,Marvel Entertainment,5726,12134728,2703217161,Entertainment,"Jun 16th, 2005",23575,3811560,953,15200,28600,457400,343000,5500000,269,628,https://socialblade.com/youtube/user/marvel
118,119,A,Fueled By Ramen,1157,12011690,10955952050,Music,"Jun 9th, 2006",4257,4080470,1000,16300,30600,489700,367200,5900000,272,61,https://socialblade.com/youtube/user/fueledbyramen
119,120,A,David Dobrik,562,11993096,4410890527,People,"Dec 19th, 2014",15842,7030430,1800,28100,52700,843700,632700,10100000,274,297,https://socialblade.com/youtube/user/mh5gdwcx6ln7gec20lenva
120,121,B+,DemiLovatoVEVO,165,11985761,4428852039,Music,"May 12th, 2009",-708,867196,217,3500,6500,104100,78000,1200000,276,295,https://socialblade.com/youtube/user/demilovatovevo
121,122,A,IGN,132237,11911687,8866345596,Games,"Sep 19th, 2006",4846,3351580,838,13400,25100,402200,301600,4800000,277,88,https://socialblade.com/youtube/user/ignentertainment
122,123,B+,FaZe Rug,1419,11907285,2294098227,Games,"Jul 12th, 2012",8456,1458370,365,5800,10900,175000,131300,2100000,278,778,https://socialblade.com/youtube/user/orugrat
123,124,B,Pitbull,222,11807776,214163711,Music,"Jul 5th, 2006",3353,48047,12,192,360,5800,4300,69200,281,13652,https://socialblade.com/youtube/user/pitbullmusic
124,125,A-,H2ODelirious,1775,11690443,2742478202,Games,"May 24th, 2007",3019,1363620,341,5500,10200,163600,122700,2000000,286,608,https://socialblade.com/youtube/user/h2odelirious
125,126,A,MattyBRaps,243,11689031,5411997714,Music,"May 31st, 2010",5451,2472500,618,9900,18500,296700,222500,3600000,287,209,https://socialblade.com/youtube/user/mattybraps
126,127,A-,FunToys Collector Disney Toys,2699,11668162,14641374239,Entertainment,"Apr 13th, 2011",2402,1636960,409,6500,12300,196400,147300,2400000,288,29,https://socialblade.com/youtube/user/disneycollectorbr
127,128,B,Sky Does Everything,1908,11608164,3790562728,Games,"Feb 28th, 2011",227,249161,62,997,1900,29900,22400,358800,291,361,https://socialblade.com/youtube/user/skydoesminecraft
128,129,B+,Lindsey Stirling,118,11597128,2576886934,Music,"May 20th, 2007",1964,797908,199,3200,6000,95700,71800,1100000,292,675,https://socialblade.com/youtube/user/lindseystomp
129,130,B+,The Game Theorists,514,11554851,1995367430,Games,"Aug 22nd, 2009",3493,1262780,316,5100,9500,151500,113700,1800000,293,947,https://socialblade.com/youtube/user/matthewpatrick13
130,131,A+,Boram Tube Vlog [貐渠,180,11528563,3702842382,,"Feb 21st, 2012",60256,20672800,5200,82700,155000,2500000,1900000,29800000,295,377,https://socialblade.com/youtube/user/u2zneyhf9pi_wsqfbye96w
131,132,B+,Mariale,882,11478534,1027686208,Entertainment,"Jan 6th, 2010",4982,846143,212,3400,6300,101500,76200,1200000,299,2213,https://socialblade.com/youtube/user/makeuplocalypse
132,133,A,CookieSwirlC,3086,11472201,11076162237,Entertainment,"Nov 3rd, 2013",7132,6218660,1600,24900,46600,746200,559700,9000000,301,58,https://socialblade.com/youtube/user/cookieswirlc
133,134,B+,Kurt Hugo Schneider,481,11457099,2913820946,Entertainment,"Oct 16th, 2007",4900,878251,220,3500,6600,105400,79000,1300000,303,550,https://socialblade.com/youtube/user/kurthugoschneider
134,135,B+,Wassabi,898,11380758,4061265897,Entertainment,"Jan 25th, 2006",921,821746,205,3300,6200,98600,74000,1200000,306,322,https://socialblade.com/youtube/user/hoiitsroi
135,136,A,ShawnMendesVEVO,112,11334878,5859243952,Music,"Jun 10th, 2014",-1025,2660840,665,10600,20000,319300,239500,3800000,309,181,https://socialblade.com/youtube/user/4-tgosmjhn-lty4zczbqhw
136,137,A-,NaoFun Toys,1643,11330521,4546723358,Entertainment,"Feb 1st, 2014",5869,2056000,514,8200,15400,246700,185000,3000000,310,277,https://socialblade.com/youtube/user/naodisneytoys
137,138,A-,Jason Derulo,248,11258015,5617633449,Music,"Jul 21st, 2008",3418,1645880,411,6600,12300,197500,148100,2400000,313,194,https://socialblade.com/youtube/user/jasonderulo
138,139,A,TheOdd1sOut,111,11237290,1985174487,Comedy,"Aug 30th, 2014",11560,2886450,722,11500,21600,346400,259800,4200000,314,963,https://socialblade.com/youtube/user/o8bcnlyzh8tbih9v1mlgqq
139,140,A,SSundee,2113,11190803,4548603491,Games,"Nov 28th, 2009",9359,4685050,1200,18700,35100,562200,421700,6700000,316,278,https://socialblade.com/youtube/user/ssundee
140,141,A,NBA,30590,11171279,5527857260,Sports,"Nov 21st, 2005",7051,2976550,744,11900,22300,357200,267900,4300000,317,197,https://socialblade.com/youtube/user/nba
141,142,B+,CaseyNeistat,1005,11159302,2550019722,People,"Feb 15th, 2010",3784,806095,202,3200,6000,96700,72500,1200000,319,684,https://socialblade.com/youtube/user/caseyneistat
142,143,A,REACT,1605,11119172,3610528080,Entertainment,"Jul 30th, 2013",7214,4677980,1200,18700,35100,561400,421000,6700000,322,392,https://socialblade.com/youtube/user/react
143,144,B+,The King of Random,892,11110924,2261077081,Education,"Jan 4th, 2010",2110,1157900,289,4600,8700,138900,104200,1700000,324,793,https://socialblade.com/youtube/user/01032010814
144,145,B+,Rosanna Pansino,666,11090487,2677711348,Howto,"Apr 8th, 2010",2513,577659,144,2300,4300,69300,52000,831800,326,634,https://socialblade.com/youtube/user/rosannapansino
145,146,B+,CrazyRussianHacker,1323,11060010,2562343360,Tech,"May 18th, 2012",1325,681050,170,2700,5100,81700,61300,980700,330,680,https://socialblade.com/youtube/user/crazyrussianhacker
146,147,A-,Billie Eilish,20,11045661,254780921,Music,"Feb 6th, 2013",72694,1334010,334,5300,10000,160100,120100,1900000,332,11428,https://socialblade.com/youtube/user/igm_e4zwyshv3bcw1pnseq
147,148,A-,VICE,2627,11033750,2198285642,Entertainment,"Dec 16th, 2005",7755,2084470,521,8300,15600,250100,187600,3000000,333,828,https://socialblade.com/youtube/user/vice
148,149,A,National Geographic,9124,10945819,3006287319,Entertainment,"May 7th, 2006",8053,1916160,479,7700,14400,229900,172500,2800000,336,522,https://socialblade.com/youtube/user/nationalgeographic
149,150,A+,Toys and Colors,238,10901022,6425735899,Education,"Mar 17th, 2016",27776,20061500,5000,80200,150500,2400000,1800000,28900000,337,155,https://socialblade.com/youtube/user/gfxm4ti8htwmcyj6cvpg_a
150,151,A,FGTeeV,1229,10861448,10589551997,Games,"May 24th, 2013",9744,9110260,2300,36400,68300,1100000,819900,13100000,341,68,https://socialblade.com/youtube/user/fgteev
151,152,B,RiceGum,310,10819362,1988778997,Entertainment,"Sep 25th, 2012",919,384500,96,1500,2900,46100,34600,553700,343,955,https://socialblade.com/youtube/user/ricegum
152,153,B+,Jennifer Lopez,92,10744772,156301554,Music,"Nov 18th, 2005",9589,636022,159,2500,4800,76300,57200,915900,347,19151,https://socialblade.com/youtube/user/jenniferlopez
153,154,B+,MileyCyrusVEVO,54,10698349,3520008680,Music,"May 12th, 2009",-540,656713,164,2600,4900,78800,59100,945700,348,408,https://socialblade.com/youtube/user/mileycyrusvevo
154,155,A-,League of Legends,965,10672326,2919516748,Games,"Feb 9th, 2009",2247,1706800,427,6800,12800,204800,153600,2500000,350,548,https://socialblade.com/youtube/user/riotgamesinc
155,156,B,RomanAtwood,118,10627835,1471596038,Entertainment,"Nov 18th, 2009",-45,119137,30,477,894,14300,10700,171600,353,1421,https://socialblade.com/youtube/user/romanatwood
156,157,B+,Miranda Sings,798,10575085,1970920163,Entertainment,"Jan 31st, 2008",1794,579035,145,2300,4300,69500,52100,833800,355,971,https://socialblade.com/youtube/user/mirandasings08
157,158,B+,fouseyTUBE,148,10548404,1576905762,Entertainment,"Mar 21st, 2011",2231,346663,87,1400,2600,41600,31200,499200,356,1301,https://socialblade.com/youtube/user/fouseytube
158,159,A,ImagineDragonsVEVO,104,10515599,6789317502,Music,"Jan 23rd, 2012",-952,5630860,1400,22500,42200,675700,506800,8100000,359,139,https://socialblade.com/youtube/user/imaginedragonsvevo
159,160,B,Jesse,249,10510250,2070915711,Comedy,"Nov 10th, 2009",229,170346,43,681,1300,20400,15300,245300,360,900,https://socialblade.com/youtube/user/prankvsprank
160,161,A,Kwebbelkop,3969,10491834,3955729733,Games,"Apr 2nd, 2008",7250,2976340,744,11900,22300,357200,267900,4300000,362,335,https://socialblade.com/youtube/user/kwebbelkop
161,162,A-,America's Got Talent,2019,10426386,2494046901,Entertainment,"Jun 29th, 2006",8846,1939600,485,7800,14500,232800,174600,2800000,363,705,https://socialblade.com/youtube/user/americasgottalent
162,163,A,As/Is,3791,10416880,9836064030,People,"Apr 9th, 2013",2892,2310560,578,9200,17300,277300,208000,3300000,364,79,https://socialblade.com/youtube/user/buzzfeedyellow
163,164,A,SiaVEVO,102,10397077,7603378495,Music,"May 12th, 2009",-879,3285320,821,13100,24600,394200,295700,4700000,365,113,https://socialblade.com/youtube/user/siavevo
164,165,C+,Meghan Trainor,11,10386313,2547288,People,"Jun 4th, 2008",2283,3417,0.85,14,26,410,308,4900,368,926311,https://socialblade.com/youtube/user/mtrainor22
165,166,B+,Matt Steffanina,284,10362346,1831945306,Entertainment,"Sep 1st, 2011",5637,865606,216,3500,6500,103900,77900,1200000,370,1060,https://socialblade.com/youtube/user/mattsdance
166,167,B-,Bethany Mota,481,10337377,991346138,Howto,"Jun 8th, 2009",-618,19948,5,80,150,2400,1800,28700,373,2317,https://socialblade.com/youtube/user/macbarbie07
